"gene_id","transcript_id","protein_id","seqnames","strand","exon_number","product","start_transcript","end_transcript","start_gene","end_gene","transcript_number","Chrm.ID"
"FOXG_20420","XM_018400705.1","XP_018248921.1","NC_030986.1","+","3","hypothetical protein",463631,465243,463631,465243,2,"Chromosome_1"
"FOXG_20420","XM_018400704.1","XP_018248920.1","NC_030986.1","+","3","hypothetical protein",463712,465243,463631,465243,2,"Chromosome_1"
"FOXG_10986","XM_018390454.1","XP_018248922.1","NC_030986.1","-","1","hypothetical protein",464257,465005,464257,465005,1,"Chromosome_1"
"FOXG_10987","XM_018390455.1","XP_018248923.1","NC_030986.1","-","2","hypothetical protein",466663,467788,466663,467788,1,"Chromosome_1"
"FOXG_20421","XM_018400707.1","XP_018248925.1","NC_030986.1","-","2","hypothetical protein",467819,468695,467819,468695,2,"Chromosome_1"
"FOXG_20421","XM_018400706.1","XP_018248924.1","NC_030986.1","-","2","hypothetical protein",467819,468695,467819,468695,2,"Chromosome_1"
"FOXG_10988","XM_018390456.1","XP_018248926.1","NC_030986.1","+","2","amidohydrolase ytcJ-like",468814,470955,468814,470955,1,"Chromosome_1"
"FOXG_10989","XM_018390457.1","XP_018248927.1","NC_030986.1","+","2","hypothetical protein",471268,473161,471268,473161,1,"Chromosome_1"
"FOXG_10990","XM_018390458.1","XP_018248928.1","NC_030986.1","-","3","triacylglycerol lipase",473306,475433,473306,475433,1,"Chromosome_1"
"FOXG_10991","XM_018390459.1","XP_018248929.1","NC_030986.1","-","1","transporter MCH1",475544,477543,475544,477543,1,"Chromosome_1"
"FOXG_20422","XM_018400708.1","XP_018248930.1","NC_030986.1","-","3","hypothetical protein",480101,480706,480101,480706,1,"Chromosome_1"
"FOXG_10992","XM_018390460.1","XP_018248931.1","NC_030986.1","-","5","hypothetical protein",480740,482087,480740,482087,1,"Chromosome_1"
"FOXG_10993","XM_018390461.1","XP_018248932.1","NC_030986.1","+","3","hypothetical protein",482673,484535,482673,484535,1,"Chromosome_1"
"FOXG_20423","XM_018400709.1","XP_018248933.1","NC_030986.1","+","2","hypothetical protein",484545,485059,484545,485059,1,"Chromosome_1"
"FOXG_10994","XM_018390462.1","XP_018248934.1","NC_030986.1","-","1","hypothetical protein",485141,486622,485141,486622,1,"Chromosome_1"
"FOXG_10995","XM_018390463.1","XP_018248935.1","NC_030986.1","+","1","hypothetical protein",486727,488165,486727,488165,1,"Chromosome_1"
"FOXG_20424","XM_018400710.1","XP_018248936.1","NC_030986.1","-","2","hypothetical protein",488857,489490,488857,489490,1,"Chromosome_1"
"FOXG_10996","XM_018390464.1","XP_018248937.1","NC_030986.1","+","2","hypothetical protein",491660,492807,491660,492807,1,"Chromosome_1"
"FOXG_10997","XM_018390465.1","XP_018248938.1","NC_030986.1","-","2","hypothetical protein",495493,496068,495493,496068,1,"Chromosome_1"
"FOXG_10998","XM_018390466.1","XP_018248939.1","NC_030986.1","+","1","hypothetical protein",498571,498882,498571,498882,1,"Chromosome_1"
"FOXG_20425","XM_018400711.1","XP_018248940.1","NC_030986.1","-","1","hypothetical protein",503705,503887,503705,503887,1,"Chromosome_1"
"FOXG_10999","XM_018390467.1","XP_018248941.1","NC_030986.1","+","3","hypothetical protein",504311,504846,504311,504846,1,"Chromosome_1"
"FOXG_20426","XM_018400712.1","XP_018248942.1","NC_030986.1","+","2","hypothetical protein",505329,505836,505329,505836,1,"Chromosome_1"
"FOXG_11000","XM_018390468.1","XP_018248943.1","NC_030986.1","-","3","flotillin",508053,510494,508053,510494,1,"Chromosome_1"
"FOXG_11001","XM_018390471.1","XP_018248946.1","NC_030986.1","+","2","hypothetical protein",510880,512050,510880,512050,3,"Chromosome_1"
"FOXG_11001","XM_018390469.1","XP_018248944.1","NC_030986.1","+","2","hypothetical protein",510880,512045,510880,512050,3,"Chromosome_1"
"FOXG_11001","XM_018390470.1","XP_018248945.1","NC_030986.1","+","3","hypothetical protein",510880,512045,510880,512050,3,"Chromosome_1"
"FOXG_11003","XM_018390473.1","XP_018248947.1","NC_030986.1","-","6","pH-response regulator protein palA/rim-20",512664,516866,512664,516866,2,"Chromosome_1"
"FOXG_11003","XM_018390474.1","XP_018248948.1","NC_030986.1","-","5","pH-response regulator protein palA/rim-20",513819,516866,512664,516866,2,"Chromosome_1"
"FOXG_11002","XM_018390472.1","XP_018248949.1","NC_030986.1","+","1","hypothetical protein",512735,513736,512735,513736,1,"Chromosome_1"
"FOXG_11004","XM_018390475.1","XP_018248950.1","NC_030986.1","-","2","hypothetical protein",516922,519382,516922,519382,1,"Chromosome_1"
"FOXG_11005","XM_018390476.1","XP_018248951.1","NC_030986.1","+","1","hypothetical protein",519418,520640,519418,520640,1,"Chromosome_1"
"FOXG_20427","XM_018400713.1","XP_018248952.1","NC_030986.1","+","1","hypothetical protein",520668,521158,520668,521158,1,"Chromosome_1"
"FOXG_20428","XM_018400714.1","XP_018248953.1","NC_030986.1","+","1","hypothetical protein",524661,525553,524661,525553,1,"Chromosome_1"
"FOXG_11006","XM_018390477.1","XP_018248954.1","NC_030986.1","+","3","hypothetical protein",525643,526783,525643,526783,1,"Chromosome_1"
"FOXG_11007","XM_018390478.1","XP_018248955.1","NC_030986.1","-","1","hypothetical protein",527391,528014,527391,528014,1,"Chromosome_1"
"FOXG_20429","XM_018400715.1","XP_018248956.1","NC_030986.1","+","2","hypothetical protein",528795,529085,528795,529085,1,"Chromosome_1"
"FOXG_11008","XM_018390479.1","XP_018248957.1","NC_030986.1","+","2","hypothetical protein",529700,532149,529700,532149,1,"Chromosome_1"
"FOXG_11009","XM_018390480.1","XP_018248958.1","NC_030986.1","-","2","hypothetical protein",532703,534579,532703,534579,1,"Chromosome_1"
"FOXG_20430","XM_018400716.1","XP_018248959.1","NC_030986.1","+","1","hypothetical protein",534507,534632,534507,534632,1,"Chromosome_1"
"FOXG_11010","XM_018390481.1","XP_018248960.1","NC_030986.1","+","3","hypothetical protein",534728,538779,534728,538779,1,"Chromosome_1"
"FOXG_11011","XM_018390482.1","XP_018248961.1","NC_030986.1","-","3","hypothetical protein",538906,539807,538906,539807,1,"Chromosome_1"
"FOXG_20431","XM_018400717.1","XP_018248962.1","NC_030986.1","-","2","hypothetical protein",539914,540652,539914,540652,1,"Chromosome_1"
"FOXG_11012","XM_018390483.1","XP_018248963.1","NC_030986.1","+","2","hypothetical protein",541088,543290,541088,543290,1,"Chromosome_1"
"FOXG_11014","XM_018390485.1","XP_018248964.1","NC_030986.1","-","2","hypothetical protein",543360,545553,543360,545553,2,"Chromosome_1"
"FOXG_11014","XM_018390486.1","XP_018248965.1","NC_030986.1","-","3","hypothetical protein",543362,545525,543360,545553,2,"Chromosome_1"
"FOXG_11013","XM_018390484.1","XP_018248966.1","NC_030986.1","+","3","hypothetical protein",543546,544224,543546,544224,1,"Chromosome_1"
"FOXG_11015","XM_018390487.1","XP_018248967.1","NC_030986.1","+","2","alcohol dehydrogenase (NADP+)",545676,547370,545676,547370,1,"Chromosome_1"
"FOXG_11016","XM_018390488.1","XP_018248968.1","NC_030986.1","+","3","methylated-DNA-protein-cysteine methyltransferase like protein",547429,549198,547429,549198,1,"Chromosome_1"
"FOXG_11017","XM_018390489.1","XP_018248969.1","NC_030986.1","-","4","hypothetical protein",547473,554583,547473,554583,3,"Chromosome_1"
"FOXG_11017","XM_018390491.1","XP_018248971.1","NC_030986.1","-","3","hypothetical protein",547473,554583,547473,554583,3,"Chromosome_1"
"FOXG_11017","XM_018390490.1","XP_018248970.1","NC_030986.1","-","3","hypothetical protein",547473,554583,547473,554583,3,"Chromosome_1"
"FOXG_20432","XM_018400718.1","XP_018248972.1","NC_030986.1","+","1","hypothetical protein",556262,556923,556262,556923,1,"Chromosome_1"
"FOXG_11018","XM_018390492.1","XP_018248973.1","NC_030986.1","+","1","hypothetical protein",557983,560258,557983,560258,1,"Chromosome_1"
"FOXG_11019","XM_018390493.1","XP_018248974.1","NC_030986.1","-","4","hypothetical protein",560386,565697,560386,565697,1,"Chromosome_1"
"FOXG_11020","XM_018390494.1","XP_018248975.1","NC_030986.1","-","1","hypothetical protein",566715,568059,566715,568059,1,"Chromosome_1"
"FOXG_11021","XM_018390495.1","XP_018248976.1","NC_030986.1","-","2","hypothetical protein",568693,569225,568693,569225,1,"Chromosome_1"
"FOXG_11023","XM_018390499.1","XP_018248979.1","NC_030986.1","+","2","hypothetical protein",569511,572745,569511,572745,6,"Chromosome_1"
"FOXG_11023","XM_018390498.1","XP_018248978.1","NC_030986.1","+","3","hypothetical protein",569511,572745,569511,572745,6,"Chromosome_1"
"FOXG_11023","XM_018390497.1","XP_018248977.1","NC_030986.1","+","3","hypothetical protein",569511,572745,569511,572745,6,"Chromosome_1"
"FOXG_11023","XM_018390502.1","XP_018248982.1","NC_030986.1","+","3","hypothetical protein",569511,572405,569511,572745,6,"Chromosome_1"
"FOXG_11023","XM_018390501.1","XP_018248981.1","NC_030986.1","+","4","hypothetical protein",569511,572405,569511,572745,6,"Chromosome_1"
"FOXG_11023","XM_018390500.1","XP_018248980.1","NC_030986.1","+","4","hypothetical protein",569511,572405,569511,572745,6,"Chromosome_1"
"FOXG_11022","XM_018390496.1","XP_018248983.1","NC_030986.1","-","2","hypothetical protein",569627,570277,569627,570277,1,"Chromosome_1"
"FOXG_20433","XM_018400719.1","XP_018248984.1","NC_030986.1","+","1","hypothetical protein",572770,572877,572770,572877,1,"Chromosome_1"
"FOXG_11024","XM_018390503.1","XP_018248985.1","NC_030986.1","+","1","hypothetical protein",573301,574347,573301,574347,1,"Chromosome_1"
"FOXG_11025","XM_018390505.1","XP_018248987.1","NC_030986.1","-","2","nitrilase",574299,575940,574299,576033,2,"Chromosome_1"
"FOXG_11025","XM_018390504.1","XP_018248986.1","NC_030986.1","-","3","nitrilase",574308,576033,574299,576033,2,"Chromosome_1"
"FOXG_11026","XM_018390506.1","XP_018248988.1","NC_030986.1","-","2","double-strand break repair protein MRE11",576321,577966,576321,577966,1,"Chromosome_1"
"FOXG_11027","XM_018390507.1","XP_018248989.1","NC_030986.1","-","3","double-strand break repair protein MRE11",578121,579425,578121,579425,1,"Chromosome_1"
"FOXG_11028","XM_018390508.1","XP_018248990.1","NC_030986.1","+","1","hypothetical protein",579415,584333,579415,584333,1,"Chromosome_1"
"FOXG_11029","XM_018390509.1","XP_018248991.1","NC_030986.1","-","3","hypothetical protein",582594,585114,582594,585114,1,"Chromosome_1"
"FOXG_11030","XM_018390510.1","XP_018248992.1","NC_030986.1","-","1","beta-glucosidase",587887,590048,587887,590048,1,"Chromosome_1"
"FOXG_11031","XM_018390511.1","XP_018248993.1","NC_030986.1","-","1","hypothetical protein",591902,592420,591902,592420,1,"Chromosome_1"
"FOXG_11032","XM_018390512.1","XP_018248994.1","NC_030986.1","-","2","hypothetical protein",592928,594400,592928,594400,1,"Chromosome_1"
"FOXG_11033","XM_018390513.1","XP_018248995.1","NC_030986.1","-","5","hypothetical protein",595549,597284,595549,597284,1,"Chromosome_1"
"FOXG_11034","XM_018390514.1","XP_018248996.1","NC_030986.1","+","7","hypothetical protein",598006,602135,598006,602135,1,"Chromosome_1"
"FOXG_11035","XM_018390518.1","XP_018248999.1","NC_030986.1","-","4","protein NMT1",599463,602568,599463,602568,11,"Chromosome_1"
"FOXG_11035","XM_018390517.1","XP_018249007.1","NC_030986.1","-","3","protein NMT1",599463,602568,599463,602568,11,"Chromosome_1"
"FOXG_11035","XM_018390523.1","XP_018249004.1","NC_030986.1","-","2","protein NMT1",599463,602568,599463,602568,11,"Chromosome_1"
"FOXG_11035","XM_018390519.1","XP_018249000.1","NC_030986.1","-","4","protein NMT1",599463,602568,599463,602568,11,"Chromosome_1"
"FOXG_11035","XM_018390516.1","XP_018248998.1","NC_030986.1","-","4","protein NMT1",599463,602568,599463,602568,11,"Chromosome_1"
"FOXG_11035","XM_018390522.1","XP_018249003.1","NC_030986.1","-","3","protein NMT1",599463,602568,599463,602568,11,"Chromosome_1"
"FOXG_11035","XM_018390525.1","XP_018249006.1","NC_030986.1","-","3","protein NMT1",599463,602568,599463,602568,11,"Chromosome_1"
"FOXG_11035","XM_018390521.1","XP_018249002.1","NC_030986.1","-","2","protein NMT1",599463,602568,599463,602568,11,"Chromosome_1"
"FOXG_11035","XM_018390515.1","XP_018248997.1","NC_030986.1","-","3","protein NMT1",599463,602568,599463,602568,11,"Chromosome_1"
"FOXG_11035","XM_018390520.1","XP_018249001.1","NC_030986.1","-","2","protein NMT1",599463,602568,599463,602568,11,"Chromosome_1"
"FOXG_11035","XM_018390524.1","XP_018249005.1","NC_030986.1","-","2","protein NMT1",599463,602568,599463,602568,11,"Chromosome_1"
"FOXG_11036","XM_018390526.1","XP_018249008.1","NC_030986.1","+","3","hypothetical protein",606198,608782,606198,608782,1,"Chromosome_1"
"FOXG_11037","XM_018390528.1","XP_018249010.1","NC_030986.1","-","2","hypothetical protein",609201,610054,609201,610054,2,"Chromosome_1"
"FOXG_11037","XM_018390527.1","XP_018249009.1","NC_030986.1","-","1","hypothetical protein",609201,610026,609201,610054,2,"Chromosome_1"
"FOXG_11038","XM_018390529.1","XP_018249011.1","NC_030986.1","-","2","hypothetical protein",610136,611974,610136,611974,1,"Chromosome_1"
"FOXG_11039","XM_018390530.1","XP_018249012.1","NC_030986.1","-","1","hypothetical protein",612966,614703,612966,614703,1,"Chromosome_1"
"FOXG_11040","XM_018390531.1","XP_018249013.1","NC_030986.1","+","3","hypothetical protein",614803,616008,614803,616008,1,"Chromosome_1"
"FOXG_11041","XM_018390532.1","XP_018249014.1","NC_030986.1","+","3","DNA-repair protein complementing XP-A cells",616082,617837,616082,617837,1,"Chromosome_1"
"FOXG_11042","XM_018390533.1","XP_018249015.1","NC_030986.1","+","3","striatin Pro11",617930,621381,617930,621381,1,"Chromosome_1"
"FOXG_11043","XM_018390534.1","XP_018249016.1","NC_030986.1","+","3","hypothetical protein",622160,623392,622160,623392,1,"Chromosome_1"
"FOXG_11044","XM_018390535.1","XP_018249017.1","NC_030986.1","-","2","hypothetical protein",623267,624386,623267,624386,1,"Chromosome_1"
"FOXG_11045","XM_018390536.1","XP_018249018.1","NC_030986.1","-","7","hypothetical protein",625479,627517,625479,627517,1,"Chromosome_1"
"FOXG_11046","XM_018390537.1","XP_018249019.1","NC_030986.1","+","3","taurine dioxygenase",628542,630167,628542,630167,1,"Chromosome_1"
"FOXG_11047","XM_018390538.1","XP_018249020.1","NC_030986.1","-","3","hypothetical protein",630154,632645,630154,632645,1,"Chromosome_1"
"FOXG_11048","XM_018390539.1","XP_018249021.1","NC_030986.1","+","1","hypothetical protein",632871,634242,632871,634242,1,"Chromosome_1"
"FOXG_11049","XM_018390540.1","XP_018249022.1","NC_030986.1","-","3","hypothetical protein",634291,637611,634291,637611,1,"Chromosome_1"
"FOXG_11050","XM_018390541.1","XP_018249023.1","NC_030986.1","-","1","hypothetical protein",639051,640383,639051,640383,1,"Chromosome_1"
"FOXG_11051","XM_018390542.1","XP_018249024.1","NC_030986.1","+","1","hypothetical protein",641835,642386,641835,642386,1,"Chromosome_1"
"FOXG_11052","XM_018390543.1","XP_018249025.1","NC_030986.1","-","3","hypothetical protein",643101,643957,643101,643957,1,"Chromosome_1"
"FOXG_11053","XM_018390544.1","XP_018249026.1","NC_030986.1","-","7","hypothetical protein",644449,646029,644449,646029,1,"Chromosome_1"
"FOXG_11054","XM_018390545.1","XP_018249027.1","NC_030986.1","-","2","hypothetical protein",646062,647938,646062,647938,1,"Chromosome_1"
"FOXG_11055","XM_018390546.1","XP_018249028.1","NC_030986.1","-","2","hypothetical protein",647991,653365,647991,653365,2,"Chromosome_1"
"FOXG_11055","XM_018390547.1","XP_018249029.1","NC_030986.1","-","3","hypothetical protein",648100,653206,647991,653365,2,"Chromosome_1"
"FOXG_20435","XM_018400720.1","XP_018249030.1","NC_030986.1","+","1","hypothetical protein",657498,657704,657498,657704,1,"Chromosome_1"
"FOXG_11056","XM_018390548.1","XP_018249031.1","NC_030986.1","-","1","hypothetical protein",658471,661954,658471,661954,1,"Chromosome_1"
"FOXG_11057","XM_018390549.1","XP_018249032.1","NC_030986.1","+","1","hypothetical protein",662469,668643,662469,668643,1,"Chromosome_1"
"FOXG_11058","XM_018390550.1","XP_018249033.1","NC_030986.1","+","1","hypothetical protein",669808,673738,669808,673738,1,"Chromosome_1"
"FOXG_11059","XM_018390551.1","XP_018249034.1","NC_030986.1","-","2","chorismate synthase",669919,675457,669919,675457,1,"Chromosome_1"
"FOXG_11060","XM_018390552.1","XP_018249035.1","NC_030986.1","+","2","lipoate-protein ligase A",675861,678624,675861,678624,1,"Chromosome_1"
"FOXG_11061","XM_018390555.1","XP_018249038.1","NC_030986.1","-","5","hypothetical protein",675954,678807,675954,678807,3,"Chromosome_1"
"FOXG_11061","XM_018390554.1","XP_018249037.1","NC_030986.1","-","5","hypothetical protein",675954,678807,675954,678807,3,"Chromosome_1"
"FOXG_11061","XM_018390553.1","XP_018249036.1","NC_030986.1","-","5","hypothetical protein",675954,678807,675954,678807,3,"Chromosome_1"
"FOXG_20436","XM_018400721.1","XP_018249039.1","NC_030986.1","+","1","hypothetical protein",680884,681156,680884,681156,1,"Chromosome_1"
"FOXG_20437","XM_018400722.1","XP_018249040.1","NC_030986.1","-","1","hypothetical protein",684675,686861,684675,686861,1,"Chromosome_1"
"FOXG_20438","XM_018400723.1","XP_018249041.1","NC_030986.1","+","2","hypothetical protein",685349,685622,685349,685622,1,"Chromosome_1"
"FOXG_11062","XM_018390556.1","XP_018249042.1","NC_030986.1","+","2","CAMKK protein kinase",687299,691607,687299,691607,1,"Chromosome_1"
"FOXG_11063","XM_018390557.1","XP_018249043.1","NC_030986.1","-","3","alpha-1,3/alpha-1,6-mannosyltransferase",691576,693924,691576,693924,1,"Chromosome_1"
"FOXG_11064","XM_018390558.1","XP_018249044.1","NC_030986.1","+","2","hypothetical protein",694085,695482,694085,695482,1,"Chromosome_1"
"FOXG_11065","XM_018390560.1","XP_018249046.1","NC_030986.1","-","2","hypothetical protein",695649,699936,695649,699936,4,"Chromosome_1"
"FOXG_11065","XM_018390559.1","XP_018249045.1","NC_030986.1","-","2","hypothetical protein",695649,699932,695649,699936,4,"Chromosome_1"
"FOXG_11065","XM_018390562.1","XP_018249048.1","NC_030986.1","-","3","hypothetical protein",695680,699936,695649,699936,4,"Chromosome_1"
"FOXG_11065","XM_018390561.1","XP_018249047.1","NC_030986.1","-","3","hypothetical protein",695680,699699,695649,699936,4,"Chromosome_1"
"FOXG_11066","XM_018390563.1","XP_018249049.1","NC_030986.1","-","6","hypothetical protein",700820,703891,700820,703891,1,"Chromosome_1"
"FOXG_11067","XM_018390564.1","XP_018249050.1","NC_030986.1","+","2","hypothetical protein",705976,709506,705976,709506,1,"Chromosome_1"
"FOXG_20439","XM_018400724.1","XP_018249051.1","NC_030986.1","+","2","hypothetical protein",710076,711156,710076,711156,1,"Chromosome_1"
